title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment,ticker
Generate Investment Management Trims Alaska Air Group Position,https://www.fool.com/coverage/filings/2026/04/16/generate-investment-management-trims-alaska-air-group-position/,2026-04-16 21:10:20,['Eric Trie'],"Generate Investment Management Ltd significantly reduced its stake in Alaska Air Group (ALK) by selling 600,000 shares, decreasing its quarter-end position value by $32.88 million. This trade represents 1.42% of the fund's 13F reportable assets under management, with Alaska Air Group now constituting 0.36% of the AUM. The article highlights that Alaska Air Group's performance is increasingly tied to its expanded network and Hawaiian integration, with profitability depending on balancing pricing, capacity, and operating costs amidst fluctuating fuel and labor expenses.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fcdn.content.foolcdn.com%2Fimages%2F1umn9qeh%2Fproduction%2Fa8dc9bdd81bcb1d3921f5c802e4640087b0081c9-1401x1251.png%3Fw%3D800%26q%3D75%26fit%3Dmax%26auto%3Dformat&w=3840&op=resize,The Motley Fool,General,The Motley Fool,"[{'topic': 'earnings', 'relevance_score': '0.906643'}, {'topic': 'financial_markets', 'relevance_score': '0.841851'}, {'topic': 'finance', 'relevance_score': '0.700322'}, {'topic': 'energy_transportation', 'relevance_score': '0.633401'}]",0.041311,Neutral,"[{'ticker': 'ALK', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.214973', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'NVDA', 'relevance_score': '0.611869', 'ticker_sentiment_score': '0.100371', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.624194', 'ticker_sentiment_score': '0.142510', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.630638', 'ticker_sentiment_score': '0.122906', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.626324', 'ticker_sentiment_score': '0.108096', 'ticker_sentiment_label': 'Neutral'}]",AMZN
Former employee accused of embezzling more than $150K with company card,https://www.wgal.com/article/pa-employee-armstrong-world-industries-embezzled-150k-lancaster/71040705,2026-04-16 21:09:37,"['Rachael Lardani', 'Brian Roche']","A former Armstrong World Industries employee, Renae Poole, 50, faces charges of embezzling over $154,000 from the company. She allegedly made unauthorized personal purchases using a company credit card between November 2024 and February 2026. Poole reportedly admitted to using the card for personal items from various retailers following an investigation initiated by a manager's report.",,WGAL,General,WGAL,"[{'topic': 'manufacturing', 'relevance_score': '0.835264'}, {'topic': 'finance', 'relevance_score': '0.706611'}]",-0.094326,Neutral,"[{'ticker': 'AWI', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.236211', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AMZN', 'relevance_score': '0.644667', 'ticker_sentiment_score': '0.114343', 'ticker_sentiment_label': 'Neutral'}]",AMZN
News | Walmart accelerates pace of store openings this year,https://www.costar.com/article/1022939093/walmart-steps-up-pace-of-store-openings-this-year,2026-04-16 21:07:00,['Linda Moss'],"Walmart plans to significantly increase its store openings in 2026, with approximately 20 new locations, more than double the previous year, and over 650 remodels across the U.S. These efforts aim to enhance the shopping experience with wider aisles, updated layouts, and improved services to attract and retain more affluent customers, who have increasingly shopped at Walmart due to inflation. This expansion and modernization strategy follows a commitment made in early 2024 to open or expand over 150 locations and update existing stores over five years.",https://www.costar.com/_next/image?url=https%3A%2F%2Fcostar.brightspotcdn.com%2Fdims4%2Fdefault%2F486b6e7%2F2147483647%2Fstrip%2Ftrue%2Fcrop%2F4000x2250%2B0%2B0%2Fresize%2F2100x1181!%2Fquality%2F100%2F%3Furl%3Dhttp%253A%252F%252Fcostar-brightspot.s3.us-east-1.amazonaws.com%252Ffb%252F79%252Fda38a33b4e02b5a843a3006d739e%252Ftwo-women-shopping-in-the-walmart-cosmetics-aisle.jpg&w=3840&q=75,CoStar,General,CoStar,"[{'topic': 'retail_wholesale', 'relevance_score': '0.922944'}, {'topic': 'real_estate', 'relevance_score': '0.712698'}]",0.245268,Somewhat-Bullish,"[{'ticker': 'WMT', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.311524', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TGT', 'relevance_score': '0.622864', 'ticker_sentiment_score': '0.237905', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.630466', 'ticker_sentiment_score': '0.121627', 'ticker_sentiment_label': 'Neutral'}]",AMZN
Independent Bank’s (NASDAQ:INDB) Q1 CY2026 Earnings Results: Revenue In Line With Expectations,https://stockstory.org/us/stocks/nasdaq/indb/news/earnings/independent-banks-nasdaqindb-q1-cy2026-earnings-results-revenue-in-line-with-expectations,2026-04-16 20:40:29,['Jabin Bastian'],"Independent Bank (NASDAQ:INDB) met Wall Street's revenue expectations in Q1 CY2026, reporting sales up 41.9% year-on-year to $252.7 million. The company's non-GAAP profit per share of $1.68 slightly exceeded analyst estimates by 0.9%, while its net interest income also topped expectations. Although the tangible book value per share fell slightly short of estimates, the bank's strong revenue growth and consistent net interest income signify a solid performance for the quarter.",https://stockstory.org/stockstory/company-image/INDB?size=1000x500,StockStory,General,StockStory,"[{'topic': 'earnings', 'relevance_score': '0.912650'}, {'topic': 'finance', 'relevance_score': '0.820823'}]",0.046606,Neutral,"[{'ticker': 'INDB', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.118542', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.585991', 'ticker_sentiment_score': '0.026670', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.592127', 'ticker_sentiment_score': '0.047007', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PYPL', 'relevance_score': '0.570533', 'ticker_sentiment_score': '0.028799', 'ticker_sentiment_label': 'Neutral'}]",AMZN
NiSource Announces Strategic Energy Infrastructure Agreements to Enhance Customer Value and Economic Growth in Indiana,https://finance.yahoo.com/sectors/energy/articles/nisource-announces-strategic-energy-infrastructure-202800233.html,2026-04-16 20:28:03,[],"NiSource Inc. has announced new strategic energy infrastructure agreements, including a long-term contract with a subsidiary of Alphabet Inc. for a large-scale data center in northern Indiana, and an expanded agreement with Amazon Data Services, Inc. These agreements, utilizing NiSource's NIPSCO Generation LLC (GenCo) model, are expected to generate approximately $1.25 billion in cost savings for existing customers, equivalent to $90-$115 annually per residential customer, while also fostering economic growth and creating jobs in Indiana. The initiatives aim to improve grid reliability and resilience, with service for Alphabet beginning in summer 2026 and accelerated cost savings and site activation for Amazon's existing facilities.",https://s.yimg.com/ny/api/res/1.2/x9.p9Wzz0ICQo_Bc467jSg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTQ4MA--/https://media.zenfs.com/en/business-wire.com/eb4f6143f05becff635912afba008576,Yahoo Finance,General,Yahoo Finance,"[{'topic': 'energy_transportation', 'relevance_score': '0.945505'}, {'topic': 'technology', 'relevance_score': '0.816182'}, {'topic': 'earnings', 'relevance_score': '0.748887'}]",0.37763,Bullish,"[{'ticker': 'NI', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.633315', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.720353', 'ticker_sentiment_score': '0.337960', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.626388', 'ticker_sentiment_score': '0.326106', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NEE', 'relevance_score': '0.568651', 'ticker_sentiment_score': '0.293910', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AMZN
Ulta bets big on beauty as live experience,https://www.axios.com/2026/04/16/ulta-beauty-retail-fandom-live-event,2026-04-16 20:11:29,['Kelly Tyko'],"Ulta Beauty's second annual ""Ulta Beauty World"" event in Orlando drew thousands of attendees, demonstrating a growing trend among retailers to blend shopping with live experiences, fandom, and entertainment. This strategy aims to drive engagement and sales, with brands emphasizing the irreplaceable connection of face-to-face interactions for boosting awareness and loyalty. Despite millions attempting to secure tickets, the event successfully facilitated hands-on demos, giveaways, and makeovers, allowing brands to connect directly with Ulta's core shoppers.",https://images.axios.com/NjsGkXpv0TvBuK41y8apg0_V-7k=/0x867:5712x4080/1920x1080/2026/04/16/1776366868852.jpeg?w=3840,Axios,General,Axios,"[{'topic': 'retail_wholesale', 'relevance_score': '0.940076'}]",0.252692,Somewhat-Bullish,"[{'ticker': 'ULTA', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.405256', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'NKE', 'relevance_score': '0.620336', 'ticker_sentiment_score': '0.201454', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.580371', 'ticker_sentiment_score': '0.139542', 'ticker_sentiment_label': 'Neutral'}]",AMZN
A T-Mobile veteran with 30 years in telecom joins Arrive AI's board,https://www.stocktitan.net/news/ARAI/t-mobile-executive-michael-fitz-appointed-to-arrive-ai-board-of-8196xjrnx39v.html,2026-04-16 19:40:04,[],"Arrive AI (NASDAQ: ARAI) has appointed Michael Fitz, a T-Mobile for Business Vice President with over 30 years of experience in telecommunications and enterprise technology, to its Board of Directors. Fitz's expertise in 5G, IoT, and partner ecosystems is expected to help Arrive AI scale its autonomous delivery network and expand market adoption. This move is part of the company's strategy to strengthen governance and leadership, although similar past appointments have shown mixed stock price reactions.",https://app.accessnewswire.com/imagelibrary/f29557fb-6ad1-4c33-99f9-973ae43667f1/1158328/mike-fitz.png,Stock Titan,General,Stock Titan,"[{'topic': 'technology', 'relevance_score': '0.837350'}]",0.256559,Somewhat-Bullish,"[{'ticker': 'ARAI', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.383422', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'TMUS', 'relevance_score': '0.646745', 'ticker_sentiment_score': '0.247092', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.579657', 'ticker_sentiment_score': '0.060336', 'ticker_sentiment_label': 'Neutral'}]",AMZN
"TD (TD) auto-callable notes offer ≥11% coupon; linked to AMZN, AVGO, META, MSFT",https://www.stocktitan.net/sec-filings/TD/424b2-toronto-dominion-bank-prospectus-supplement-5ad19cbea22a.html,2026-04-16 19:39:33,[],"The Toronto-Dominion Bank is offering Series H senior debt securities that are equity-linked, auto-callable, and feature a fixed monthly coupon of at least 11.00% per annum. These securities are tied to the performance of the lowest performing stock among Amazon, Broadcom, Meta, and Microsoft, and are set to mature on May 4, 2029. Investors risk up to an 80% principal loss if the lowest performing stock falls below a 20% downside buffer threshold.",https://www.sec.gov/Archives/edgar/data/0000947263/000114036126015112/image0.jpg,Stock Titan,General,Stock Titan,"[{'topic': 'finance', 'relevance_score': '1.000000'}, {'topic': 'financial_markets', 'relevance_score': '0.938920'}]",0.125327,Neutral,"[{'ticker': 'TD', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.138033', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.922910', 'ticker_sentiment_score': '0.137788', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AVGO', 'relevance_score': '0.911146', 'ticker_sentiment_score': '0.113946', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.949072', 'ticker_sentiment_score': '0.126307', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.923373', 'ticker_sentiment_score': '0.134304', 'ticker_sentiment_label': 'Neutral'}]",AMZN
U.S. Bank earnings jump; executives share impact of new Amazon card deal,https://www.bizjournals.com/twincities/news/2026/04/16/us-bank-strong-first-quarter-earnings.html,2026-04-16 19:08:34,['Keith Schubert'],"U.S. Bancorp reported $1.95 billion in Q1 earnings, and its executives discussed the significant impact of the new Amazon card deal. This deal is expected to bring in approximately $1.6 billion in loans and generate $75 million to $85 million per quarter once fully finalized. The Minneapolis/St. Paul Business Journal provided an update on April 16, 2026, highlighting these financial developments.",https://media.bizj.us/view/img/12119262/gunjan-kedia*900xx1350-759-0-23.jpg,The Business Journals,General,The Business Journals,"[{'topic': 'earnings', 'relevance_score': '0.903525'}, {'topic': 'finance', 'relevance_score': '0.826538'}]",0.391941,Bullish,"[{'ticker': 'USB', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.430936', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.848861', 'ticker_sentiment_score': '0.300006', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AMZN
"US Bancorp Earnings: Good Commercial Loan Growth, but Net Interest Margin Flat in First Quarter",https://www.morningstar.com/stocks/us-bancorp-earnings-good-commercial-loan-growth-net-interest-margin-flat-first-quarter,2026-04-16 18:43:37,['Maoyuan Chen'],"US Bancorp reported ""OK"" first-quarter earnings with positive operating leverage and strong commercial loan growth, leading Morningstar to plan an increase in its fair value estimate for the company. The bank raised its full-year loan growth guidance to a mid-single-digit range, fueled partly by an upcoming partnership with Amazon's small business card program. Despite some loan growth at lower spreads and a flat net interest margin, US Bancorp's diversified fee income franchise and strategic investments suggest a positive outlook.",https://cloudfront-us-east-1.images.arcpublishing.com/morningstar/W5C2Z7XZDFGVPEYH7SFLP7LDC4.jpg,Morningstar,General,Morningstar,"[{'topic': 'earnings', 'relevance_score': '0.917852'}, {'topic': 'finance', 'relevance_score': '0.805222'}]",0.313731,Somewhat-Bullish,"[{'ticker': 'USB', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.419722', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.636241', 'ticker_sentiment_score': '0.157905', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AMZN
"Only 15% of users trust AI search results, Yelp study finds",https://ppc.land/only-15-of-users-trust-ai-search-results-yelp-study-finds/,2026-04-16 17:09:03,['Luis Rijo'],"A new study by Yelp and Morning Consult reveals that only 15% of U.S. adults trust AI-powered search platforms ""a lot,"" despite 65% having used them in the past six months. The research indicates that 63% of users double-check AI results and over half describe them as a ""walled garden,"" leading to a demand for greater transparency, citations, and links to trusted sources. The findings highlight a significant gap between the rising adoption of AI search and consumer confidence in its outputs, particularly in the critical area of local business search.",https://ppc.land/content/images/size/w1200/2026/04/Trust.jpg,PPC Land,General,PPC Land,"[{'topic': 'technology', 'relevance_score': '1.000000'}]",-0.070199,Neutral,"[{'ticker': 'YELP', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.339595', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.743391', 'ticker_sentiment_score': '-0.236706', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'GOOG', 'relevance_score': '0.748497', 'ticker_sentiment_score': '-0.243693', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AMZN', 'relevance_score': '0.609499', 'ticker_sentiment_score': '-0.118003', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.605594', 'ticker_sentiment_score': '-0.135474', 'ticker_sentiment_label': 'Neutral'}]",AMZN
"Amazon.com, Inc. (AMZN) cloud unit AWS inks deals with Uber and Coupa",https://www.msn.com/en-us/money/other/amazon-com-inc-amzn-cloud-unit-aws-inks-deals-with-uber-and-coupa/ar-AA20QSjh,2026-04-16 16:07:03,[],"The article states that Amazon's cloud unit, AWS, has secured new deals with Uber and Coupa. However, the provided content is extremely brief (""MSN"") and lacks any further details about these partnerships, making it impossible to provide a comprehensive summary.",,MSN,General,MSN,"[{'topic': 'technology', 'relevance_score': '0.820864'}]",0.394359,Bullish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.412107', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'UBER', 'relevance_score': '0.846315', 'ticker_sentiment_score': '0.309335', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AMZN
